Metric,Value
train_mean_losses,0.03301975612528622
train_mean_f1_scores,0.9971283073078728
train_mean_accuracies,0.9947546296296295
val_mean_losses,0.040836050836369396
val_mean_f1_scores,0.9918860876235724
val_mean_accuracies,0.9851666666666666
